datetime,in_avg_response_time,in_throughput,in_ipr,out_avg_response_time_main.bal:125:40,out_avg_response_time_main.bal:100:42,out_avg_response_time_main.bal:75:44,out_throughput_main.bal:125:40,out_throughput_main.bal:100:42,out_throughput_main.bal:75:44,out_inprogress_requests_main.bal:75:44,out_inprogress_requests_main.bal:100:42,out_inprogress_requests_main.bal:125:40,cpu_usage_mean,memory_usage_mean
2020-06-08 02:24:10+00:00,9.536905384841075,379.5119235408741,7.0,2.8559382292837943,2.9589081393302368,2.9765986801173883,379.6047137422288,379.6047137422288,379.41913333951936,2.0,0.0,2.0,322386354555.1429,227055908.57142857
2020-06-08 02:24:20+00:00,9.494471511487305,383.9725136967221,5.0,2.8455375569528414,2.9937424977014278,2.920039589402371,383.9725136967221,383.7867954313306,383.7867954313306,0.0,0.0,2.0,329547641752.0,227682304.0
2020-06-08 02:24:30+00:00,9.52919311779199,380.85907615596295,6.0,2.876457300371611,2.983762997535554,2.925798161543165,380.85907615596295,380.901804115376,380.9469998127456,0.0,0.5,2.5,336185699178.1667,228442112.0
2020-06-08 02:24:40+00:00,9.563914724096676,377.7456386152038,7.0,2.9073770437903805,2.97378349736968,2.9315567336839585,377.7456386152038,378.0168127994215,378.1072041941607,0.0,1.0,3.0,342800715285.7778,228759779.55555555
2020-06-08 02:24:50+00:00,9.43171968337731,385.9113209293714,7.0,2.8807898652601294,2.91799404462572,2.889988815214783,386.0964546885125,385.81875404980104,385.7261871702305,0.0,0.0,0.0,349458776503.8571,228908470.85714287
2020-06-08 02:25:00+00:00,9.614504796747967,377.05527171388763,7.0,2.9464417241804286,3.0120185114616715,2.916017935483871,376.8694844403158,376.8694844403158,377.24105898745944,0.0,0.0,2.0,356139038526.2857,229301686.85714287
2020-06-08 02:25:10+00:00,9.614311268934694,373.73549883990717,7.0,2.9189668207102057,2.9653093791904643,2.9585734648447204,373.73549883990717,373.73549883990717,373.5498839907192,2.0,2.0,2.0,362716671388.5714,229612397.7142857
2020-06-08 02:25:20+00:00,9.319727828282828,387.5284478834774,7.0,2.8378770187925766,2.8957374059196623,2.8763429010808266,387.5284478834774,387.5284478834774,387.43741465634963,3.0,0.0,0.0,369273106382.3333,229980160.0
2020-06-08 02:25:30+00:00,9.794452971922787,370.44947994056463,7.0,2.9975026811230885,3.0708580738792888,2.9310577019038075,370.44947994056463,370.82095096582464,370.72808320950963,2.0,0.0,0.0,375788026616.5,230516053.33333334
2020-06-08 02:25:40+00:00,9.476005170654297,379.32950546397484,5.0,2.873806516357422,2.98944718914956,2.8551460439453127,379.32950546397484,378.95906649379515,379.32950546397484,0.0,0.0,2.0,382841742131.8571,231069403.42857143
2020-06-08 02:25:50+00:00,9.690311556795637,372.8844908905947,5.0,2.935949696676587,3.0321725835813496,2.940493502604813,372.8844908905947,372.8844908905947,372.79200961805236,0.0,1.0,0.0,389140865910.2857,231487780.57142857
2020-06-08 02:26:00+00:00,9.558500411376952,379.1539387207257,5.0,2.900227424316406,2.9942300693359374,2.920726984622895,379.1539387207257,379.1539387207257,379.2465056002962,0.0,0.0,2.0,395877842439.0,231833014.85714287
2020-06-08 02:26:10+00:00,9.64815525105224,374.05075013891457,7.0,2.956585201287448,2.9869863768869083,2.9584315427085914,374.05075013891457,374.2359696240045,374.05075013891457,2.0,2.0,0.0,402228812011.4286,232159524.57142857
2020-06-08 02:26:20+00:00,9.482267948209717,138.5174032415198,3.0,2.8576696093350384,2.990539330985915,2.8778924160256407,138.5174032415198,138.3402710123107,138.16313878310154,0.0,0.0,0.0,407195963021.875,232259584.0
2020-06-08 02:26:30+00:00,4.741133974104859,69.2587016207599,3.0,1.4288348046675192,1.4952696654929576,1.4389462080128204,69.2587016207599,69.17013550615535,69.08156939155077,0.0,0.0,0.0,407461418497.1667,232155818.66666666
2020-06-08 02:26:40+00:00,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407482456171.1429,232240859.42857143
2020-06-08 02:26:50+00:00,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407500083012.0,232153088.0
2020-06-08 02:27:00+00:00,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407506299920.5,232153088.0
2020-06-08 02:27:10+00:00,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407506299920.5,232153088.0
2020-06-08 02:27:20+00:00,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407506299920.5,232153088.0
2020-06-08 02:27:30+00:00,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407506299920.5,232153088.0
